"","gene_id","gene_type","logFC","AveExpr"
"17663","RP11-281O15.7","processed_pseudogene",0.0666906049820971,2.73362575803732
"17696","CTC-563A5.4","processed_pseudogene",-0.0669209290990621,-0.853909432804252
"7512","DYNLT3P2","processed_pseudogene",0.0664282343287708,7.224724212670409
"10096","ARIH2","protein_coding",-0.0820431033749369,6.51482508661092
"10060","CAMP","protein_coding",-0.0758672416103905,7.1665360070136295
"17706","CTB-129O4.1","antisense",0.0746489817636772,3.72928700759159
"15459","C9","protein_coding",-0.0779470972208448,3.47225293745046
"1988","RP11-510C10.4","lincRNA",0.0718250229383827,-0.7190086796288471
"15145","MIR887","miRNA",0.0713262002369202,-0.10866458653227
"16843","GFRA3","protein_coding",0.0683915980772131,0.6124631756374229
"18352","OR2W1","protein_coding",-0.0813691640755814,4.1175637486985694
"13190","RPS26P24","processed_pseudogene",0.0811348261579535,8.77745231587017
"11327","RP11-305O4.1","processed_pseudogene",-0.0687775436468658,-0.132047611112833
"896","RNU6-48P","snRNA",-0.0770295814802271,1.86287260072963
"17001","PCDHGA2","protein_coding",0.0728650679838326,1.5655493110859902
"15800","PIK3R1","protein_coding",-0.0798538471269711,1.5437712630198401
"13078","RP11-241F15.10","processed_pseudogene",-0.0664653528681872,1.18398601956373
"17050","Unknown","misc_RNA",0.0776605767987476,-0.91664180640681
"3950","RASAL2","protein_coding",-0.0750679320259129,3.26079512841137
"8651","MIR3130-1","miRNA",-0.080963792382725,5.4308603270796905
"11785","WDR49","protein_coding",0.0766968565568658,0.35945839009396896
"5503","AC099344.2","lincRNA",0.0676040340850572,-0.28456997953583
"891","RP11-40H20.4","antisense",-0.0768238761162783,7.465622605757621
"4367","HSPE1P6","processed_pseudogene",-0.0661884353815863,1.03273018032055
"4404","TMCC2","protein_coding",0.0661720647182623,-1.0545428529765102
"17829","RP11-506K6.4","antisense",0.0736011958498434,5.38885439750753
"2082","RP5-837I24.5","processed_pseudogene",-0.0818809861165089,6.404675531470821
"15978","CTD-2236F14.1","antisense",0.0715768622142767,-1.05394974695651
"1563","HMGB1P45","processed_pseudogene",0.0662286214238418,0.408401084488876
"2447","VAV3","protein_coding",-0.07236152067309401,2.00738683845852
"9488","RNA5SP123","rRNA_pseudogene",0.0865055598368377,3.55628636172877
"560","Unknown","transcribed_unprocessed_pseudogene",0.0769090318950779,2.23824308354725
"1341","LEPRE1","protein_coding",0.0764084877991586,1.12216964095626
"17132","SPINK9","protein_coding",-0.0788345338496749,5.45286435695321
"13643","HERC5","protein_coding",0.0746814675660849,-0.397647724713761
"15980","CTD-2384B11.2","antisense",0.105739790390042,-1.25687189795064
"17671","RP11-798K23.3","unprocessed_pseudogene",0.07048140365108399,0.0897965981888044
"1579","RNF11","protein_coding",0.0663199705363132,1.61911392308377
"3528","Unknown","processed_pseudogene",0.0759443652459135,1.2042017337022901
"6350","CEP68","protein_coding",-0.0780765404231025,8.1441005625664
"19009","MRPL14","protein_coding",-0.0660173360722569,-1.24576018230329
"7404","C2orf76","protein_coding",-0.079187946838497,5.13932933545526
"6539","TAF13P2","processed_pseudogene",-0.0800046285216967,5.27492455767274
"12187","CCT6P4","processed_pseudogene",-0.0793536320036912,4.200814261901
"15638","RP11-175M2.1","processed_pseudogene",0.0849656831155855,4.5496331474272695
"4832","MRPL55","protein_coding",0.0729573071640796,-0.49033396425864
"1190","Unknown","bidirectional_promoter_lncRNA",0.0768396128864068,-0.47229379271642996
"18843","MDGA1","protein_coding",0.067320231403878,0.509795268896608
"8334","RN7SKP42","misc_RNA",-0.0658937619143189,1.28444086153828
"4027","RN7SKP229","misc_RNA",0.0662875087046736,-0.429747058146784
"15621","GPX8","protein_coding",0.0785580971145075,5.13222026782305
"16887","AC138517.5","processed_pseudogene",0.0682852429098517,-1.2672974587413401
"1887","RP11-342H21.2","antisense",0.0697961991283934,-0.359323192247419
"7123","AHCYP3","processed_pseudogene",0.0698273050909413,0.270309328106752
"15823","CFL1P5","processed_pseudogene",-0.0760455473265964,7.364515845436469
"1361","EBNA1BP2","protein_coding",0.0658290614721093,1.13248474845704
"2728","RP11-134N8.2","processed_pseudogene",-0.0779225922839156,8.44686843610383
"4504","ATP5G2P1","processed_pseudogene",0.0790842036134109,0.211115331165945
"6486","CYP26B1","protein_coding",-0.072484639530574,-0.0837738367173519
"13497","MINOS1P4","processed_pseudogene",0.0787357350065724,6.2725172697973095
"7043","RNU7-46P","snRNA",-0.0777540993984982,2.49225328061614
"5806","SNORD92","snoRNA",-0.0658998691005945,0.45727213457156607
"857","RP3-476K8.4","processed_pseudogene",-0.0683316531664423,-0.8821163447685451
"3151","THEM4","protein_coding",-0.0750540542081995,-0.274439757981245
"16261","CAST","protein_coding",0.0695937359364327,-0.983524808120657
"7887","RNA5SP107","rRNA_pseudogene",0.0765577950836535,7.42609194392763
"10317","RP11-875H7.5","lincRNA",-0.0826080914106823,2.97848091686446
"55","Unknown","transcribed_unprocessed_pseudogene",0.0661489890601633,-0.320135181383847
"5323","AC079779.4","processed_transcript",0.0674001341738908,-0.36577249756731706
"4842","RP5-1139B12.2","antisense",0.0679703097839732,-0.41439336521368
"4168","RGS1","protein_coding",0.073618550748867,4.829392813555169
"16546","RP11-510I6.2","processed_pseudogene",0.0687873593765796,6.526032189642541
"2654","EIF2S2P5","processed_pseudogene",0.0765552601883842,-0.7861217886348599
"15680","CTD-2023N9.3","lincRNA",-0.0785656215598876,7.067172811039799
"17280","CTB-120L21.1","antisense",0.0678585730296962,0.832465833983426
"17813","HTATSF1P2","processed_pseudogene",0.0769933039928945,-1.17717621600993
"12013","RP11-225N10.1","antisense",-0.0715604054060891,-1.0398913857707501
"12941","RP11-333E13.4","transcribed_processed_pseudogene",0.0770834028013644,5.19505439371971
"1542","PPP1R8P1","processed_pseudogene",-0.0762261477876119,6.56487966168175
"843","CNKSR1","protein_coding",0.0655457914585795,1.58923244028211
"3205","SNORA31","snoRNA",-0.0728825477762497,-0.312084921641188
"10732","FILIP1L","protein_coding",0.0701280506439382,2.1282103060995303
"12679","RP11-352E6.1","processed_pseudogene",-0.0767386090883062,7.27444501890743
"14601","RP11-635L1.3","antisense",-0.0663727317670753,-0.38792020389656107
"12398","RP11-1191J2.2","antisense",-0.0663605863464925,0.695006196810776
"2577","OVGP1","protein_coding",0.089009241525004,4.7649782917995
"13249","RP11-807H7.2","lincRNA",0.0772140766374493,5.7160381501703
"7402","STEAP3","protein_coding",-0.0688061628370924,11.199755242674598
"8578","ICA1L","protein_coding",-0.0658355349219248,0.46279291248317705
"11901","RNU6-1317P","snRNA",0.065857780075332,-0.6780449632550519
"6122","CTBP2P5","processed_pseudogene",0.0833097377214037,2.27560916089842
"5721","DRC1","protein_coding",0.074052094042633,0.7708521697484291
"6604","AC073628.1","lincRNA",0.0669069368114558,-0.0100351066531527
"16771","MTND6P4","processed_pseudogene",-0.0795961700496678,2.4626031501475802
"9915","RP11-70C1.3","antisense",-0.0828850511154357,3.65819935728295
"14390","RP11-461L13.4","lincRNA",0.0655201884180408,0.826670160325145
"4722","C1orf65","protein_coding",-0.0783459511920636,6.546048724909349
"6613","REG1A","protein_coding",-0.0689870082024247,0.38644050908735206
"3602","ACA64","snoRNA",0.0682921308796395,0.332008328884606
"16149","RASA1","protein_coding",0.0690403138432025,3.53416654420208
"3739","MAEL","protein_coding",-0.076333854767027,5.38173680074205
"6309","Unknown","TEC",-0.0691338321557149,-1.16540140764179
"13315","RP11-813N20.2","unprocessed_pseudogene",-0.067082342095502,12.1579254177531
"1649","HIGD1AP11","processed_pseudogene",0.0779283328785233,3.2615112311713
"17416","MIR103A1","miRNA",-0.07654694713693201,4.7527477572151104
"14271","GYPB","protein_coding",0.076423872772588,1.46309404908997
"1347","ERMAP","protein_coding",0.0661569362698684,5.489745144416009
"18688","COL11A2","protein_coding",0.0654880401776896,-0.873177603659277
"7998","RPL7P61","processed_pseudogene",-0.0800772909782212,6.29655535677235
"17953","GCNT6","processed_pseudogene",-0.0658165556452983,-1.08653647836609
"16368","CTC-278L1.1","processed_pseudogene",0.0772252286692496,-1.25294635094275
"16599","RP11-114J13.1","lincRNA",-0.0727533728008221,4.63007917640188
"17562","RP11-843P14.2","antisense",0.0653961767613613,2.29831599443173
"14812","F11-AS1","antisense",0.0659821232734393,0.28052519744319604
"18543","Y_RNA","misc_RNA",-0.065507108030263,-0.8952861719864631
"7046","C2ORF15","protein_coding",0.11231662215301501,-1.60187310547235
"8080","AC007405.6","lincRNA",-0.0780514947025513,5.90964606177076
"14820","MRPS36P2","processed_pseudogene",0.0730596020787889,-0.5742709796093599
"11424","TPT1P3","processed_pseudogene",0.07578047151747799,2.55332862996933
"4467","C4BPB","protein_coding",-0.0761899549335148,5.484730763853969
"15223","RP11-420O16.1","lincRNA",0.080289503323002,4.545088460049099
"16435","RP11-159K7.2","lincRNA",-0.0657056047655147,-0.3888011889527321
"12442","LETM1","protein_coding",0.0735732305440374,3.4206328632092
"863","RN7SL679P","misc_RNA",-0.0694746395485435,0.10325787533892698
"3374","SYT11","protein_coding",0.0814722418181438,2.5460274864303702
"50","FAM87B","lincRNA",0.0677142500669942,0.23359615771889702
"5105","RFKP1","transcribed_processed_pseudogene",-0.0803591190252482,3.4016205604539707
"17236","AC091969.1","lincRNA",-0.0654366661785359,0.7890007871426908
"13579","RNU6-774P","snRNA",-0.0811499220514204,5.097639768312249
"11812","Unknown","misc_RNA",0.0674538505086855,2.64157805861135
"6533","MTHFD2","protein_coding",0.0787492158821323,1.78407125387778
"7572","RNU6-473P","snRNA",-0.0655358430533174,0.58999048532532
"11527","TM4SF18","protein_coding",-0.0687452178739086,4.17415759343775
"8693","IDH1","protein_coding",0.0651549560519306,-0.9661079244577541
"8484","KCTD18","protein_coding",-0.0648865477355577,-0.18226967078204104
"17069","CTB-70D19.1","processed_pseudogene",0.0649201622751808,1.0110194643052
"1062","RP11-395N6.4","processed_pseudogene",-0.0723519708040062,3.60081567396248
"7937","OR7E90P","unprocessed_pseudogene",-0.0750543518304435,4.23801980425552
"10856","RP11-553A10.1","lincRNA",-0.0830942307606661,2.74140414325296
"13067","RP11-1281K21.7","processed_pseudogene",-0.0690273607968824,0.807669045145905
"17942","RP1-290I10.3","lincRNA",0.0682438503340241,3.45447749282315
"1279","RP1-228H13.1","processed_pseudogene",0.065050324177392,6.35004806622963
"9275","C2orf54","protein_coding",0.0651246703681943,-0.177096170176475
"9157","Unknown","TEC",-0.0778008597463636,7.64933852210168
"1711","RP11-67L3.4","antisense",0.0703271629825625,5.296565607810599
"8851","WNT10A","protein_coding",-0.0674183991961315,1.89409482413001
"11571","CLRN1-AS1","antisense",-0.0774132599828201,7.359581422796411
"767","MIR378F","miRNA",-0.0657089198425058,-0.580412060613818
"1940","HHLA3","protein_coding",0.06931334775927499,-1.31838551739018
"10057","RNU7-128P","snRNA",0.0691347668090684,-0.57443752412759
"698","Unknown","processed_transcript",0.0793945778585856,-0.6101967135392911
"16936","HARS","protein_coding",-0.0748527483992793,0.22867121681145
"15413","Unknown","TEC",-0.0776803892345139,0.0247478499796923
"16460","CTC-428G20.6","antisense",-0.0814061254649329,2.9303659716987505
"7228","Unknown","lincRNA",-0.0734104736376665,4.4366881244503205
"16130","RPS2P25","processed_pseudogene",-0.0791005642162596,8.60191077350975
"10606","CADM2","protein_coding",0.070133694603206,6.61661335948442
"12938","RP11-333E13.2","processed_pseudogene",-0.0665526942983193,-0.725991106867142
"6500","CCT7","protein_coding",-0.0774564147734376,5.9050376060477605
"2256","RN7SL692P","misc_RNA",0.0696625733239077,4.57982152028689
"12783","RP13-497K6.1","antisense",0.0666086844646786,1.9771557314856
"18880","TDRG1","antisense",0.0860377698957084,3.4417058017731805
"5887","AC073218.3","lincRNA",0.0651359420983093,-1.13746862438453
"15379","CTD-2517O10.6","antisense",-0.0794204834345115,5.519234711783089
"5610","RNU7-113P","snRNA",0.0651318211898546,-0.193937956578285
"13953","UGT8","protein_coding",0.0707124968154184,4.19509411189438
"4635","RP11-224O19.5","processed_pseudogene",-0.0661333943821355,-1.1724703183943501
"14416","TLR2","protein_coding",0.0737476828491987,2.77081821208355
"666","KIF17","protein_coding",0.0659088901239555,-0.39106510654609
"12360","RNU6-858P","snRNA",-0.0695959978726438,1.60506953773404
"16987","PCDHB10","protein_coding",-0.0797930079831512,4.29702600356541
"14600","RPL9P16","processed_pseudogene",-0.0669180719584751,-1.4010781313521299
"1498","EFCAB14-AS1","antisense",-0.0786848396054877,5.03105678973021
"816","RP1-187B23.1","antisense",-0.0796224028022712,5.81496292177693
"12986","RP11-63A11.1","antisense",0.0873767475145615,1.1518996114511202
"16301","RNU6-402P","snRNA",0.0672987210557179,0.9675773088497651
"9883","ATP6V0E1P2","processed_pseudogene",-0.0830427508149939,3.34869947430579
"16413","AC010468.1","processed_pseudogene",-0.0843641865015533,5.592858680726559
"11798","MIR551B","miRNA",0.0689167230892488,2.17166301365075
"11060","RP11-797D24.4","antisense",-0.064635829221924,1.5232456661172802
"2296","F3","protein_coding",0.0797398970663489,-1.66281793444859
"18387","GABBR1","protein_coding",0.065737427408513,-0.309303138312852
"15422","RN7SL37P","misc_RNA",0.064491606988082,-1.2882003443441798
"10780","NDUFA4P2","processed_pseudogene",0.0657473750252999,0.8411231371857808
"16337","RP11-1152B5.1","processed_pseudogene",-0.0832575395544985,6.55158412356177
"17984","RP3-413H6.2","lincRNA",0.065053436009368,-0.5947350638572421
"4819","SNAP47","protein_coding",0.0722488579761,1.04969808478499
"7072","AC092168.3","lincRNA",-0.0755835045226519,7.84133408859062
"18805","PXT1","protein_coding",-0.0788479192473047,5.72705327586359
"17108","KRT8P48","processed_pseudogene",-0.0694911314749461,1.71996931635342
"829","Unknown","miRNA",-0.0771171042117225,3.59087868619727
"6523","AC073046.25","lincRNA",-0.0662930269146736,3.66638675341897
"7615","MTND6P10","unprocessed_pseudogene",0.0652529348354243,-1.2668874328887099
"1029","RP11-84A19.3","antisense",-0.120911172032135,-2.07841335592502
"15438","CTD-2207A17.1","lincRNA",0.0848710391171352,5.7430376006963595
"1238","RNA5SP44","rRNA_pseudogene",0.0806699434871019,2.08393786579659
"1618","CC2D1B","protein_coding",0.0784336192631728,5.48116293492347
"1815","RP11-5P4.1","lincRNA",-0.0791096958514537,1.07845592759295
"6892","IGKV1OR2-2","unprocessed_pseudogene",-0.0733699381634531,6.581589977539589
"17300","THG1L","protein_coding",0.064033085994612,-0.885141825571182
"10609","CADM2-AS1","antisense",-0.0945358289129946,0.8531927621978821
"7442","Y_RNA","misc_RNA",-0.0785449821640949,5.359576964865719
"3683","NMNAT1P2","processed_pseudogene",-0.0709359685516346,4.39593629993742
"13144","TMEM165","protein_coding",0.0674340080898798,1.22005348029221
"15605","HSPB3","protein_coding",-0.0791869317779015,6.3954154827944505
"3706","Y_RNA","misc_RNA",0.0764502987993658,6.44497924130867
"3793","RP4-800F24.1","antisense",-0.0639724564202696,0.985118564686745
"12715","BST1","protein_coding",0.06399133494749501,-0.18439032708664
"12297","Y_RNA","misc_RNA",0.0747755164357684,7.345959456725299
"4141","LINC01035","lincRNA",0.0793712362086074,6.8939552449218295
"15452","RP11-122C5.2","processed_pseudogene",-0.0648847039564067,-0.706092205590602
"14380","RP11-424M21.1","lincRNA",0.0805516530715328,3.85055610319539
"4628","UBBP2","processed_pseudogene",-0.0638815544839594,5.512185169339
"16331","CTC-293G12.1","lincRNA",0.0689769929398148,3.15123962555974
"17826","TUBB2B","protein_coding",-0.0757699024537229,6.21682995096414
"14793","CCDC110","protein_coding",0.0712012549185867,0.9082346314962428
"7508","Y_RNA","misc_RNA",0.0654297959964136,-1.4200612096239498
"12443","WHSC1","protein_coding",0.0743542068312408,3.1060986333043
"14192","RP11-371F15.3","antisense",-0.0782282255992693,0.7244959796084129
"5811","Y_RNA","misc_RNA",0.0854759869551816,5.688903203189599
"14849","RP11-756P10.5","lincRNA",0.072179365294701,2.6893269751262303
"19022","AARS2","protein_coding",-0.142385006237918,-1.29321006186056
"4196","KCNT2","protein_coding",0.0658429271878884,2.0982107600368702
"6159","MIR3682","miRNA",-0.0841219105410107,1.30043136794374
"11610","RN7SL300P","misc_RNA",-0.0653469789254864,-1.1616085643363998
"4613","RP11-323K10.1","processed_pseudogene",-0.0691189669001728,-1.2505789904317
"6046","AC012354.8","processed_pseudogene",-0.0824175145236404,4.651898707491781
"6643","MTND6P7","processed_pseudogene",0.0644497118317575,1.1610460411767
"6057","AC017006.3","antisense",-0.0750152584915905,4.00464949915464
"11559","Unknown","snRNA",-0.0799119752953313,5.203551010675111
"12795","Unknown","antisense",0.0663413405735837,-0.9352181471800229
"8185","AC009336.24","lincRNA",-0.0672087836296116,-1.0929832849380199
"14366","SNORD73A","snoRNA",-0.0648839652505974,-0.49411511538549296
"9390","RNU4ATAC17P","snRNA",-0.0682274344300086,2.12723534461052
"13147","Y_RNA","misc_RNA",-0.0678950492199514,-0.908017013583962
"6731","AC111200.8","processed_pseudogene",0.0693725705313941,0.14347529319902
"3235","S100A5","protein_coding",0.068496646510481,1.16474650458548
"4095","Y_RNA","misc_RNA",-0.0700304893571599,-0.138836657152806
"4123","RP5-973M2.2","lincRNA",-0.0758685173636002,6.941854576186009
"12254","XXYLT1","protein_coding",0.0660533719538739,1.96691752592094
"13053","RNU5E-3P","snRNA",-0.068359784250775,0.216447912856062
"17782","AL033381.1","lincRNA",-0.0682842120180348,2.58589332210336
"337","Unknown","unitary_pseudogene",0.0703547069608721,7.11818791530118
"14637","RP11-485C11.1","processed_pseudogene",-0.0772203274585829,2.58230419811825
"8337","GAPDHP59","processed_pseudogene",-0.0657841372798884,3.9432379362059398
"5783","RBKS","protein_coding",-0.0843120579832746,4.15956541548341
"12640","ALG1L3P","unprocessed_pseudogene",-0.0737117734201749,-0.947699862032266
"8496","RNA5SP115","rRNA_pseudogene",-0.0641903218735531,-0.45583486756765795
"7112","AC108051.2","lincRNA",-0.0764191559519315,2.7917240190434502
"5706","KIF3C","protein_coding",0.066690097699229,0.8251762997852741
"9583","Unknown","lincRNA",0.0655318113500222,1.31062388524857
"4105","Unknown","TEC",-0.0655823004847879,-1.20708133158851
"13029","GABRB1","protein_coding",0.0636703658557065,-1.38544578083545
"15319","PDZD2","protein_coding",0.0775835529680414,8.22744889089654
"1963","RNU6-1246P","snRNA",-0.0755112537434612,4.67930459100256
"15253","Unknown","misc_RNA",-0.07392979429938601,5.03191851075191
"114","RP4-758J18.10","lincRNA",0.0744635034014689,2.1621140661173
"3055","APH1A","protein_coding",0.0687797900179463,-0.141962126673365
"4342","RP11-335O13.7","antisense",0.064921911805894,-0.9004630825734721
"7553","AC068137.6","unprocessed_pseudogene",0.0719622541324715,-0.188045563159843
"12353","Unknown","miRNA",-0.0664038640760946,0.855641718834912
"9824","EXOG","protein_coding",0.066793682924702,-0.38850750519309296
"11036","CASR","protein_coding",0.063420909188534,3.79782240939041
"15060","Unknown","TEC",0.0676346698402173,1.09805419097819
"2648","SYT6","protein_coding",0.0696795846817723,0.32941738228408
"17858","RP11-274H24.1","lincRNA",0.0794748860949179,3.83377972076169
"6127","Unknown","lincRNA",0.10503000677231598,0.6746926240635529
"6953","RP11-440D17.2","processed_pseudogene",0.0705421694408068,6.37104180441326
"6963","FAHD2CP","transcribed_unprocessed_pseudogene",-0.0796006986225571,3.1468247851744
"4869","RNA5S8","rRNA",0.0667451457951724,4.04008578480087
"18644","XXbac-BPG154L12.4","antisense",0.0672908306956457,-0.3526675899712971
"9074","NMUR1","protein_coding",-0.0751407201059318,4.920545027216231
"10917","RP11-435F17.1","processed_pseudogene",0.0821016317980678,6.08867972386485
"13080","DCUN1D4","protein_coding",-0.0652353719800103,-1.2145263780175
"14363","RPS3A","protein_coding",-0.10013292628895099,-1.4175935933633799
"16620","CTB-88F18.3","processed_pseudogene",-0.0672384836543955,5.03513563572571
"1517","TAL1","protein_coding",-0.0670829935274572,9.0129998777192
"18245","HIST1H2AG","protein_coding",-0.0743361693957668,-0.296737373843942
"4742","RP11-365O16.6","antisense",-0.0695783773483931,2.37147854208227
"11662","SSR3","protein_coding",0.0747958745141468,1.2265423883053401
"1918","RP5-1033K19.2","processed_pseudogene",-0.0634184916303231,2.6682128136861203
"18054","NUP153","protein_coding",0.0679131400013369,2.3571522137103997
"7322","IL37","protein_coding",-0.0797132696924201,1.4743847613698997
"4107","Y_RNA","misc_RNA",0.0711282844444932,0.5469374912699511
"9972","CLEC3B","protein_coding",0.0748218705254696,2.18387142245231
"14896","CTD-2228K2.2","processed_pseudogene",0.0738256478758974,0.7691529589658609
"12597","FAM90A26","protein_coding",-0.0722082630269434,-0.44072726440171706
"187","MIR551A","miRNA",0.06900939437917401,0.7965881302828871
"5025","MTND3P8","processed_pseudogene",-0.0640394854036441,-1.42765283823067
"13404","PF4V1","protein_coding",0.0765280908830247,1.5100331486058998
"8236","CYCTP","unitary_pseudogene",0.0644144845696364,1.08415524576279
"8939","MOGAT1","protein_coding",-0.0746582924249238,7.268026089919701
"4302","RP11-510N19.5","sense_intronic",-0.0784776089719889,5.413664432739769
"10550","CTD-2026G6.2","processed_pseudogene",-0.0717061685574849,1.6795563666778899
"5823","AC104698.2","processed_pseudogene",-0.0629259792764928,3.6293127249900095
"12037","Unknown","protein_coding",0.0800784622957954,4.48553449204734
"7954","CD302","protein_coding",0.0638631499649098,0.269943597454506
"2146","RP4-651E10.3","processed_pseudogene",0.0627884112781581,1.0181237703235901
"14108","SCLT1","protein_coding",-0.0723889120269694,0.325657491728063
"15831","RP11-241G9.3","antisense",-0.0781542145958823,5.40328432101496
"801","Unknown","bidirectional_promoter_lncRNA",-0.0731534054594644,5.531227577049849
"8998","Unknown","protein_coding",0.0635779789704915,2.32272977895359
"10935","ZBTB20-AS1","antisense",0.0805152973709166,1.89475707159171
"18611","NELFE","protein_coding",0.0720385792951115,6.7496979544152405
"13394","AFP","protein_coding",-0.0730779634529575,3.6975937941066097
"6705","AC105053.4","lincRNA",0.0638938405038953,1.7741092287589397
"9391","AC023481.1","lincRNA",0.0636909316619383,1.13499499001885
"8911","RPL23P4","processed_pseudogene",0.063248035691073,-0.365799146843688
"8174","HOXD11","protein_coding",-0.0702444455351059,-0.205550570010054
"8196","RP11-324L17.1","lincRNA",0.0682090376320149,-1.4718402269264999
"15936","CTD-2060C23.1","processed_pseudogene",0.0630553542185877,1.0301418581564699
"14275","RP11-361D14.2","lincRNA",0.0693393920209771,0.372689498713072
"91","RP5-902P8.10","lincRNA",0.0634964094361397,1.0162880846769902
"4619","SNORD116","snoRNA",0.0703043639754992,1.7161783948518
"2342","Unknown","lincRNA",0.0772689971998865,1.9183851156412
"15967","CTC-235G5.3","lincRNA",0.0751876218011207,4.63268418876628
"5193","RP11-690C23.2","lincRNA",0.065380218856372,0.12824674552607598
"1023","PEF1","protein_coding",-0.0707078174214613,-1.46452335567824
"11323","RNU6-1174P","snRNA",0.0674127688414668,0.0221728377933586
"4322","KDM5B","protein_coding",-0.0778628119544682,4.851180037817049
"994","MATN1-AS1","antisense",0.0640567553901463,1.4126708556506398
"11305","RAB6B","protein_coding",0.0695620588844642,5.49545403360692
"3115","RFX5","protein_coding",-0.0624278446779602,-0.6208827882548579
"8874","Unknown","protein_coding",0.0737455395485952,2.8669378757265602
"16300","CHD1","protein_coding",-0.0639224962519925,4.22902699799159
"842","ZNF593","protein_coding",-0.0783223560110713,4.88153762178391
"11636","RP11-451G4.2","protein_coding",-0.0631315999493051,-1.3259624907511298
"11915","TBL1XR1-AS1","antisense",-0.0712176479492112,2.62122002083242
"11888","RN7SKP234","misc_RNA",0.0627963094744862,2.31323404499356
"6137","KNOP1P3","processed_pseudogene",-0.0708079125319274,5.245533815727041
"1838","Unknown","misc_RNA",-0.0826298971393683,3.53673466470601
"18350","OR2AD1P","unprocessed_pseudogene",-0.0787380678547797,5.79059493419016
"7022","COX5B","protein_coding",-0.0657755129184105,3.0095333265991604
"5895","MRPL50P1","processed_pseudogene",0.0750430088429929,0.34833456256605394
"10567","ROBO2","protein_coding",0.0791666017660839,2.7159265278271003
"6188","Y_RNA","misc_RNA",0.0675244530745041,5.371531196512611
"13026","RAC1P2","processed_pseudogene",0.0636295412967142,3.66339248051365
"8581","WDR12","protein_coding",0.0723936953007826,1.7254169423962098
"13082","RP11-365H22.2","lincRNA",-0.0640187667170366,2.15962814458801
"7988","EIF3EP2","processed_pseudogene",0.0730039491118849,1.54872345077273
"13826","GSTCD","protein_coding",0.0672099036240263,0.564163701747417
"2076","HNRNPA3P14","processed_pseudogene",0.0651328838117723,1.17608635519883
"12886","RELL1","protein_coding",0.0734827468861727,2.76577926320898
"17842","RP3-406P24.1","processed_pseudogene",-0.0674778291365644,0.169795538095523
"5748","TCF23","protein_coding",0.0685978285175996,1.22632453934824
"10801","MTND1P16","unprocessed_pseudogene",-0.0656707757491038,4.9180225009114
"13117","AC110792.1","antisense",0.0686678764226349,1.18121129613279
"8942","AC016712.2","processed_pseudogene",0.0676709576200693,-0.7813868040166949
"292","RPL7P11","processed_pseudogene",-0.157730823414099,2.3043489150722203
"13278","GCOM2","processed_pseudogene",0.0754289114985234,4.93040446869706
"4743","NVL","protein_coding",-0.0721610375109964,1.6780392142192502
"9072","RNU2-22P","snRNA",-0.0651328161171149,1.99107747931628
"16524","TNFAIP8","protein_coding",0.0718791355128527,3.0015274465309303
"15393","IL7R","protein_coding",0.0652651149082318,0.039864984421792996
"7874","AC011901.2","lincRNA",0.0629739400945142,-0.46008601576394
"336","RN7SKP269","misc_RNA",0.0736901474715244,2.38204628715036
"720","Unknown","miRNA",-0.0793026363236575,7.95649247886006
"2573","PIFO","protein_coding",0.0625117959466401,-0.18821621524866297
"403","Unknown","lincRNA",-0.0781288394652794,7.452509294615611
"18248","Unknown","protein_coding",0.062273753218637,4.90105259327985
"9586","AC140076.1","processed_pseudogene",0.0733620575931216,4.09051514921121
"11164","RNA5SP139","rRNA_pseudogene",0.0627297361375587,-0.5295164337769179
"2070","MTND2P30","processed_pseudogene",-0.0732976039641688,7.178569848925481
"17635","HNRNPAB","protein_coding",-0.0788948646616557,5.43890944707458
"5069","MTND5P18","processed_pseudogene",-0.0799765096350818,5.4792849533624395
"7577","AC013269.5","transcribed_unprocessed_pseudogene",-0.0646497686494151,1.17409531212986
"6251","AC010733.5","processed_pseudogene",0.0789669432966745,6.16406518692163
"4885","RP4-799G3.2","processed_pseudogene",-0.06755523420432401,-1.40856363213296
"422","SNORA70","snoRNA",0.0639182983200262,6.36669697863661
"6583","AC007099.1","antisense",-0.0637459126063825,-1.2156289095336599
"7150","RP11-332H14.2","lincRNA",-0.0786775759385022,2.31602206615415
"14029","RP11-647P12.1","lincRNA",0.0632856063006473,0.967640780580065
"3436","INSRR","protein_coding",-0.0787893348409701,3.29918215144364
"5757","MPV17","protein_coding",-0.0795614726190069,4.12065756343657
"5322","FAM150B","protein_coding",-0.0618696518868162,1.48201408593641
"5223","MIR3916","transcribed_unprocessed_pseudogene",-0.0789476789383356,5.3544670812408
"4816","ZNF678","protein_coding",0.0674763047617258,2.4998207327651603
"7665","RP11-725P16.2","lincRNA",-0.0756552379385389,2.9067309395243104
"8611","AC016903.2","lincRNA",-0.0636735396731825,2.70481062216224
"12280","MUC4","protein_coding",0.0716350040569064,1.1730095290096598
"5954","MORN2","protein_coding",-0.0688213892988681,7.24080667479237
"7825","RNU2-9P","snRNA",0.0665086717350812,0.0940861988662242
"11669","KLF3P2","processed_pseudogene",-0.0621626520375224,-0.8654848975830419
"3137","MRPL9","protein_coding",-0.0788391528102971,7.47862236136377
"18724","Unknown","misc_RNA",0.0736638984476886,6.73989606063918
"15571","CTD-2335O3.2","processed_pseudogene",0.0722935542641088,2.78353985789665
